"word","count"
"EVER",77
"Q7xPWAFAGS",77
"themselves",77
"promised",77
"questions",77
"familiar",77
"conservatism",77
"MMonk33",77
"Democratic",77
"entire",76
"c9QAbBPgA0",76
"Speak",76
"SWASTIKA",76
"spot",76
"foxnation",76
"nickname",76
"mexican",76
"move",76
"imagine",76
"EBAY",76
"AZZOMZAYiv",76
"debt",76
"Seriously",76
"wanted",76
"ITEMS",76
"bit",76
"abt",76
"industry",76
"comment",76
"ideas",76
"y2Gnhd11ud",76
"finance",75
"literally",75
"sick",75
"Life",75
"helped",75
"realDonaldTrump🌟",75
"fire",75
"Criminal",75
"NBCNightlyNews",75
"anymore",75
"bannerite",75
"citizens",75
"Mississippi",75
"DarleneHBrook",75
"realDonaldTrump’s",75
"dozen",75
"Israel",75
"attractiv…",75
"answer",75
"OMG",75
"Green",75
"Leader",75
"politician",75
"Nominee",75
"protesting",75
"wild",75
"FchYdKY4F8",74
"MpRtRw…",74
"Better",74
"TheShadeRoom",74
"NEWS",74
"Mmmm",74
"Lyin",74
"early",74
"hateful",74
"bullying",74
"HAVE",74
"likely",74
"presidente",74
"rights",74
"ILLEGALS",74
"field",74
"doubt",74
"excuse",74
"democrats",74
"brutal",74
"Rep",74
"destroyed",73
"shame",73
"Listen",73
"door",73
"k6zzN…",73
"CNBC",73
"AgtZfyxq2x",73
"Omaha",73
"NeverTrumpOrHillary",73
"Security",73
"troll",73
"kossacknikko",73
"RELEASE",73
"longer",73
"Unite",73
"loses",73
"spend",72
"small",72
"rape",72
"showing",72
"thehill",72
"idiots",72
"number",72
"asamjulian",72
"exactly",72
"landslide",72
"dealing",72
"cut",72
"Would",72
"losing",72
"qualifications",72
"funnier",72
"indicted",72
"refuses",71
"sorry",71
"double",71
"foxnews",71
"laws",71
"Christian",71
"chief",71
"plantation",71
"este",71
"cant",71
"camp",71
"culture",71
"Oswald",71
"agrees",71
"working",71
"death",71
"cotton",71
"respect",71
"Group",71
"Someone",71
"wasn",70
"México",70
"ones",70
"Nope",70
"Happening",70
"1843",70
"Fact",70
"each",70
"Atticus",70
"Country",70
"artist",70
"caught",70
"4B8KnGaLjh",70
"art",70
"3rd",70
"WOMEN",70
"pjnet",70
"waiting",70
"CBNNews",70
"stood",70
"PRESIDENT",69
"Read",69
"CLINTON",69
"LyinTed",69
"Nice",69
"LGBT",69
